entity_id,canonical_key,preferred_name,language_group,variant_count,occurrence_count,all_variants_pipe,first_context,source_refs_sample,known_or_suggested_wikidata_qid,entity_type,status,privacy_review_required,batch2_note
ENT_7DAAD6F6DB,حضرت امام حسن علیہ السلام کی بیعت کی۔,حضرت امام حسن علیہ السلام کی بیعت کی۔,ur/ar,1,2,حضرت امام حسن علیہ السلام کی بیعت کی۔,امامت کا آغاز سنِ چالیس ہجری میں امیرالمؤمنین حضرت علی علیہ السلام کی شہادت کے بعد، اہلِ کوفہ، مدینہ، حجاز، یمن اور ایران کے مؤمنین نے متفقہ طور پر حضرت امام حسن علیہ السلام کی بیعت کی۔,SRC003 p.1 line 440,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7AA02FEB96,حضرت امام حسن علیہ السلام کی ولادت پندرہ رمضان المبارک، سن تین ہجری کو مدینہ,حضرت امام حسن علیہ السلام کی ولادت پندرہ رمضان المبارک، سنِ تین ہجری کو مدینہ,ur/ar,1,2,حضرت امام حسن علیہ السلام کی ولادت پندرہ رمضان المبارک، سنِ تین ہجری کو مدینہ,ولادت باسعادت حضرت امام حسن علیہ السلام کی ولادت پندرہ رمضان المبارک، سنِ تین ہجری کو مدینہ منورہ میں ہوئی۔,SRC003 p.1 line 433,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_4408BC09D5,حضرت امام حسن علیہ السلام، حضرت امام حسین علیہ السلام، حضرت زینب سلام اللہ علیہا،,حضرت امام حسن علیہ السلام، حضرت امام حسین علیہ السلام، حضرت زینب سلامُ اللہ علیہا،,ur/ar,1,2,حضرت امام حسن علیہ السلام، حضرت امام حسین علیہ السلام، حضرت زینب سلامُ اللہ علیہا،,آپ کے بچوں کے نام یہ ہیں: حضرت امام حسن علیہ السلام، حضرت امام حسین علیہ السلام، حضرت زینب سلامُ اللہ علیہا، حضرت ام کلثوم سلامُ اللہ علیہا، حضرت رقیہ سلامُ اللہ علیہا، اور حضرت محسن علیہ السلام۔,SRC003 p.1 line 196,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_CEBB6D20EE,حضرت امام حسن مجتبی,حضرت امام حسن مجتبیٰ,ur/ar,1,2,حضرت امام حسن مجتبیٰ,عرفانی شجرہ (سلسلۂ ولایت) شیعہ عرفان میں رسمی خانقاہی شجرہ کے بجائے سلسلۂ ولایت ہے، جو یوں بیان کیا جاتا ہے: محمد ﷺ → حضرت علیؑ → حضرت امام حسن مجتبیٰؑ → حضرت امام حسینؑ → حضرت امام زین العابدینؑ → حضرت امام محمد باقرؑ → حضرت امام جعفر صادقؑ → حضرت امام موسیٰ کاظمؑ → حضرت امام ...,SRC003 p.1 line 964,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_A0A09FF24A,حضرت امام حسن مجتبی علیہ السلام اٹھايیس صفر، سن پچاس ہجری کو مدینہ منورہ میں,حضرت امام حسن مجتبیٰ علیہ السلام اٹھائیس صفر، سنِ پچاس ہجری کو مدینہ منورہ میں,ur/ar,1,2,حضرت امام حسن مجتبیٰ علیہ السلام اٹھائیس صفر، سنِ پچاس ہجری کو مدینہ منورہ میں,کئی دن شدید تکلیف میں رہنے کے بعد، حضرت امام حسن مجتبیٰ علیہ السلام اٹھائیس صفر، سنِ پچاس ہجری کو مدینہ منورہ میں شہید ہو گئے۔,SRC003 p.1 line 454,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_6C45C4480E,حضرت امام حسن مجتبی علیہ السلام اہل بیت اطہار علیہم السلام کے دوسرے امام، نبی,حضرت امام حسن مجتبیٰ علیہ السلام اہلِ بیتِ اطہار علیہم السلام کے دوسرے امام، نبیِ,ur/ar,1,2,حضرت امام حسن مجتبیٰ علیہ السلام اہلِ بیتِ اطہار علیہم السلام کے دوسرے امام، نبیِ,حضرت امام حسن بن علی علیہما السلام امامِ صبر، امامِ صلح، سیدُ شبابِ اہلِ جنّت حضرت امام حسن مجتبیٰ علیہ السلام اہلِ بیتِ اطہار علیہم السلام کے دوسرے امام، نبیِ اکرم حضرت محمد مصطفیٰ ﷺ کے بڑے نواسے، امیرالمؤمنین حضرت علی بن ابی طالب علیہ السلام اور سیدہ فاطمہ الزہرا سلامُ اللہ علی...,SRC003 p.1 line 431,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_6BD2AA5E68,حضرت امام حسن مجتبی علیہ السلام صبر، حلم، قربانی اور حکمت الہی کا مجسم نمونہ,حضرت امام حسن مجتبیٰ علیہ السلام صبر، حلم، قربانی اور حکمتِ الٰہی کا مجسم نمونہ,ur/ar,1,2,حضرت امام حسن مجتبیٰ علیہ السلام صبر، حلم، قربانی اور حکمتِ الٰہی کا مجسم نمونہ,نتیجہ حضرت امام حسن مجتبیٰ علیہ السلام صبر، حلم، قربانی اور حکمتِ الٰہی کا مجسم نمونہ ہیں۔,SRC003 p.1 line 457,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_1736362AFE,حضرت امام حسن و حضرت امام حسین علیہما السلام کی حقیقی بہن تھیں۔,حضرت امام حسن و حضرت امام حسین علیہما السلام کی حقیقی بہن تھیں۔,ur/ar,1,2,حضرت امام حسن و حضرت امام حسین علیہما السلام کی حقیقی بہن تھیں۔,آپ امیرالمؤمنین حضرت علی بن ابی طالب علیہ السلام اور سیدۂ کائنات حضرت فاطمہ زہرا سلامُ اللہ علیہا کی دختر، اور حضرت امام حسن و حضرت امام حسین علیہما السلام کی حقیقی بہن تھیں۔,SRC003 p.1 line 485,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_A4EA85C78A,حضرت امام حسین,حضرت امام حسین,ur/ar,1,2,حضرت امام حسین,عرفانی شجرہ (سلسلۂ ولایت) شیعہ عرفان میں رسمی خانقاہی شجرہ کے بجائے سلسلۂ ولایت ہے، جو یوں بیان کیا جاتا ہے: محمد ﷺ → حضرت علیؑ → حضرت امام حسن مجتبیٰؑ → حضرت امام حسینؑ → حضرت امام زین العابدینؑ → حضرت امام محمد باقرؑ → حضرت امام جعفر صادقؑ → حضرت امام موسیٰ کاظمؑ → حضرت امام ...,SRC003 p.1 line 964,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_FF4E045348,حضرت امام حسین علیہ السلام سے جا ملتا ہے۔,حضرت امام حسین علیہ السلام سے جا ملتا ہے۔,ur/ar,1,2,حضرت امام حسین علیہ السلام سے جا ملتا ہے۔,آپ کا سلسلۂ نسب سترہ پشتوں کے ذریعے حضرت امام حسین علیہ السلام سے جا ملتا ہے۔,SRC003 p.1 line 1371,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_34521C4C90,حضرت امام حسین علیہ السلام سے ہوتا ہوا حضرت امام علی نقی علیہ السلام، امام,حضرت امام حسین علیہ السلام سے ہوتا ہوا حضرت امام علی نقی علیہ السلام، امام,ur/ar,1,2,حضرت امام حسین علیہ السلام سے ہوتا ہوا حضرت امام علی نقی علیہ السلام، امام,نسبی عظمت حضرت سید احمد کبیر رحمۃ اللہ علیہ کا سلسلہ نسب براہ راست نواسۂ رسول ﷺ، حضرت امام حسین علیہ السلام سے ہوتا ہوا حضرت امام علی نقی علیہ السلام، امام محمد تقی، امام رضا، اور امام جعفر صادق تک پہنچتا ہے۔,SRC003 p.1 line 1345,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_C98155ADE8,حضرت امام حسین علیہ السلام نے اپنی ابتدايی عمر رسول اکرم کی اغوش رحمت,حضرت امام حسین علیہ السلام نے اپنی ابتدائی عمر رسولِ اکرم کی آغوشِ رحمت,ur/ar,1,2,حضرت امام حسین علیہ السلام نے اپنی ابتدائی عمر رسولِ اکرم کی آغوشِ رحمت,والدین: ● والد: امیر المؤمنین، حضرت علی بن ابی طالب علیہ السلام ● والدہ: سیدہ النساء العالمین، حضرت فاطمہ الزہرا بنتِ رسول ﷺ سلامُ اللہ علیہا پیدائش: ● تاریخِ ولادت: 3 شعبان المعظم، سن 4 ہجری ● مقامِ ولادت: مدینہ منورہ ● رسول اکرم ﷺ نے آپ کا نام حسین رکھا، اذان و اقامت دی، عقیقہ ...,SRC003 p.1 line 520,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_A8C67171A1,حضرت امام حسین علیہ السلام نے سن پچاس ہجری میں امام حسن مجتبی علیہ السلام,حضرت امام حسین علیہ السلام نے سن پچاس ہجری میں امام حسن مجتبیٰ علیہ السلام,ur/ar,1,2,حضرت امام حسین علیہ السلام نے سن پچاس ہجری میں امام حسن مجتبیٰ علیہ السلام,فاطمہ بنت الحسین سلامُ اللہ علیہا بعض روایات میں ان کا ذکر موجود ہے دورِ امامت: حضرت امام حسین علیہ السلام نے سن پچاس ہجری میں امام حسن مجتبیٰ علیہ السلام کی شہادت کے بعد منصبِ امامت سنبھالا۔,SRC003 p.1 line 534,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_5EA7A60B7D,حضرت امام حسین علیہ السلام کے مشہور و معتبر القابات میں سید الشہداء، سبط رسول،,حضرت امام حسین علیہ السلام کے مشہور و معتبر القابات میں سید الشہداء، سبطِ رسول،,ur/ar,1,2,حضرت امام حسین علیہ السلام کے مشہور و معتبر القابات میں سید الشہداء، سبطِ رسول،,بدر کی آگ تھی جو کربلا تک پہنچی القابات و کنایات: حضرت امام حسین علیہ السلام کے مشہور و معتبر القابات میں سید الشہداء، سبطِ رسول، ریحانۃُ النبی، ثارُ اللہ، وترُ الموتور، امامِ مظلوم، قتيلُ العبرات، سفینۃُ النجاۃ، مصباحُ الہدیٰ، وارثِ انبیاء، اور خامسِ آلِ عبا شامل ہیں، جو آپ کے ر...,SRC003 p.1 line 519,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_EC9F8B0FB6,حضرت امام حسین علیہ السلام، سبط اصغر رسول اکرم ، جگرگوشہ سیدہ فاطمہ زہرا سلام,حضرت امام حسین علیہ السلام، سبطِ اصغرِ رسول اکرم ، جگرگوشۂ سیدہ فاطمہ زہرا سلامُ,ur/ar,1,2,حضرت امام حسین علیہ السلام، سبطِ اصغرِ رسول اکرم ، جگرگوشۂ سیدہ فاطمہ زہرا سلامُ,حضرت اُمِّ کلثوم بنتِ علی سلامُ اللہ علیہا کی زندگی ہمیں یہ سبق دیتی ہے کہ: • ہر خدمت بلند آواز سے نہیں ہوتی • ہر کردار تاریخ کے سرورق پر نہیں لکھا جاتا • مگر اہلِ حق کی ہر قربانی خدا کے ہاں محفوظ ہوتی ہے حوالہ جات بحارالانوار ، بلاذری ، تاریخِ طبری ، مقتل الحسین، ابومخنف ، کشف ا...,SRC003 p.1 line 506,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_E37DCA995A,حضرت امام حسین علیہما السلام کی والدہ ہیں، اور اسی نسبت سے اپ کو مادر,حضرت امام حسین علیہما السلام کی والدہ ہیں، اور اسی نسبت سے آپ کو مادرِ,ur/ar,1,2,حضرت امام حسین علیہما السلام کی والدہ ہیں، اور اسی نسبت سے آپ کو مادرِ,حضرت بی بی فاطمہ سلامُ اللہ علیہا سردارِ شبابِ اہلِ جنت حضرت امام حسن اور حضرت امام حسین علیہما السلام کی والدہ ہیں، اور اسی نسبت سے آپ کو مادرِ شبابِ جنت کہا جاتا ہے۔,SRC003 p.1 line 172,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_ADC0B9479C,حضرت امام زین العابدین,حضرت امام زین العابدین,ur/ar,1,2,حضرت امام زین العابدین,عرفانی شجرہ (سلسلۂ ولایت) شیعہ عرفان میں رسمی خانقاہی شجرہ کے بجائے سلسلۂ ولایت ہے، جو یوں بیان کیا جاتا ہے: محمد ﷺ → حضرت علیؑ → حضرت امام حسن مجتبیٰؑ → حضرت امام حسینؑ → حضرت امام زین العابدینؑ → حضرت امام محمد باقرؑ → حضرت امام جعفر صادقؑ → حضرت امام موسیٰ کاظمؑ → حضرت امام ...,SRC003 p.1 line 964,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_789673C4BA,حضرت امام زین العابدین صحیفہ سجادیہ عرفان عملی کی کتاب ہے، جہاں دعا کو معرفت،,حضرت امام زین العابدین :صحیفۂ سجادیہ عرفانِ عملی کی کتاب ہے، جہاں دعا کو معرفت،,ur/ar,1,2,حضرت امام زین العابدین :صحیفۂ سجادیہ عرفانِ عملی کی کتاب ہے، جہاں دعا کو معرفت،,حضرت امام زین العابدینؑ :صحیفۂ سجادیہ عرفانِ عملی کی کتاب ہے، جہاں دعا کو معرفت، اخلاق اور سلوک کا ذریعہ بنایا گیا ہے۔,SRC003 p.1 line 961,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_2F78839637,حضرت امام زین العابدین علیہ السلام نے,حضرت امام زین العابدین علیہ السلام نے,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام نے,دورِ امامت: حضرت امام زین العابدین علیہ السلام نے 10 محرم 61 ہجری کے بعد منصبِ امامت سنبھالا۔,SRC003 p.1 line 557,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_43B6BA68AB,حضرت امام زین العابدین علیہ السلام نے ثابت کیا کہ امامت صرف میدان جنگ میں,حضرت امام زین العابدین علیہ السلام نے ثابت کیا کہ امامت صرف میدانِ جنگ میں,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام نے ثابت کیا کہ امامت صرف میدانِ جنگ میں,مجموعی کردار: حضرت امام زین العابدین علیہ السلام نے ثابت کیا کہ امامت صرف میدانِ جنگ میں نہیں بلکہ روحوں کی تعمیر میں بھی انقلاب برپا کرتی ہے۔,SRC003 p.1 line 577,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_906C2B22E4,حضرت امام زین العابدین علیہ السلام نے دعا کو محض عبادت نہیں بلکہ عقیدہ، سیاست،,حضرت امام زین العابدین علیہ السلام نے دعا کو محض عبادت نہیں بلکہ عقیدہ، سیاست،,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام نے دعا کو محض عبادت نہیں بلکہ عقیدہ، سیاست،,علمی و تربیتی خدمات: حضرت امام زین العابدین علیہ السلام نے دعا کو محض عبادت نہیں بلکہ عقیدہ، سیاست، اخلاق اور سماجی شعور کا ذریعہ بنایا۔,SRC003 p.1 line 562,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7D28995878,حضرت امام زین العابدین علیہ السلام نے کوفہ اور شام میں اسیری کے دوران اہل,حضرت امام زین العابدین علیہ السلام نے کوفہ اور شام میں اسیری کے دوران اہلِ,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام نے کوفہ اور شام میں اسیری کے دوران اہلِ,اسیری کے دوران کردار: حضرت امام زین العابدین علیہ السلام نے کوفہ اور شام میں اسیری کے دوران اہلِ بیتؑ کی امامت اور حقانیت کا دفاع کیا۔,SRC003 p.1 line 560,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_E621F2FD20,حضرت امام زین العابدین علیہ السلام کو اموی خلیفہ ولید بن عبدالملک کے دور میں,حضرت امام زین العابدین علیہ السلام کو اموی خلیفہ ولید بن عبدالملک کے دور میں,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام کو اموی خلیفہ ولید بن عبدالملک کے دور میں,شہادت کا سبب: آپ کی شہادت 25 محرم 95 ہجری کو مدینہ میں ہوا مصادر کے مطابق حضرت امام زین العابدین علیہ السلام کو اموی خلیفہ ولید بن عبدالملک کے دور میں زہر دے کر شہید کیا گیا۔,SRC003 p.1 line 574,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_673C063AD0,حضرت امام زین العابدین علیہ السلام کی ازواج کے بارے میں روایات مختلف ہیں، تاہم,حضرت امام زین العابدین علیہ السلام کی ازواج کے بارے میں روایات مختلف ہیں، تاہم,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام کی ازواج کے بارے میں روایات مختلف ہیں، تاہم,ازواج: حضرت امام زین العابدین علیہ السلام کی ازواج کے بارے میں روایات مختلف ہیں، تاہم معتبر مصادر میں درج ذیل نام ملتے ہیں: 1.,SRC003 p.1 line 570,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_A2DFC818A2,حضرت امام زین العابدین علیہ السلام کی اولاد میں درج ذیل نام معتبر شیعہ مصادر,حضرت امام زین العابدین علیہ السلام کی اولاد میں درج ذیل نام معتبر شیعہ مصادر,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام کی اولاد میں درج ذیل نام معتبر شیعہ مصادر,اولاد: حضرت امام زین العابدین علیہ السلام کی اولاد میں درج ذیل نام معتبر شیعہ مصادر میں ملتے ہیں: • حضرت امام محمد باقر علیہ السلام پانچویں امام • امام زید بن علی (زید شہید) • حسن بن علی • حسین بن علی • عبداللہ بن علی • فاطمہ بنت علی • علیہ بنت علی تاہم سلسلۂ امامت حضرت امام محم...,SRC003 p.1 line 573,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_A79860AB79,حضرت امام زین العابدین علیہ السلام کی عمر واقعہ کربلا,حضرت امام زین العابدین علیہ السلام کی عمر واقعۂ کربلا,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام کی عمر واقعۂ کربلا,عمر اور کربلا کے وقت حالت: حضرت امام زین العابدین علیہ السلام کی عمر واقعۂ کربلا (61 ہجری) کے وقت تقریباً 23 برس تھی۔,SRC003 p.1 line 555,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7B1BDE65C6,حضرت امام زین العابدین علیہ السلام کے مشہور و معتبر القابات میں زین العابدین، السجاد،,حضرت امام زین العابدین علیہ السلام کے مشہور و معتبر القابات میں زین العابدین، السجاد،,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام کے مشہور و معتبر القابات میں زین العابدین، السجاد،,القابات و کنایات: حضرت امام زین العابدین علیہ السلام کے مشہور و معتبر القابات میں زین العابدین، السجاد، سید العابدین، امام البکّاء، ذو الثفنات، وارث الحسین، امام الصابرین، سجاد آل محمد، اور عابدِ شب شامل ہیں۔,SRC003 p.1 line 553,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_DF9DF23DEF,حضرت امام زین العابدین علیہ السلام، جن کا نام مبارک علی بن الحسین بن علی,حضرت امام زین العابدین علیہ السلام، جن کا نام مبارک علی بن الحسین بن علی,ur/ar,1,2,حضرت امام زین العابدین علیہ السلام، جن کا نام مبارک علی بن الحسین بن علی,حضرت امام زین العابدین علیہ السلام، جن کا نام مبارک علی بن الحسین بن علی بن ابی طالب علیہ السلام ہے، اہل بیت علیہم السلام کے چوتھے امام اور حضرت امام حسین علیہ السلام و شہر بانو سلام اللہ علیہا کے فرزند ہیں۔,SRC003 p.1 line 550,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_36465A3A11,حضرت امام علی حضرت امام علی شیعہ عرفان میں قطب ولایت اور امام العارفین ہیں۔,حضرت امام علی :حضرت امام علی شیعہ عرفان میں قطبِ ولایت اور امام العارفین ہیں۔,ur/ar,1,2,حضرت امام علی :حضرت امام علی شیعہ عرفان میں قطبِ ولایت اور امام العارفین ہیں۔,ائمۂ اہلِ بیتؑ اور عملی عرفان حضرت امام علیؑ :حضرت امام علیؑ شیعہ عرفان میں قطبِ ولایت اور امام العارفین ہیں۔,SRC003 p.1 line 959,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_0139D9A057,حضرت امام علی النقی علیہ السلام کی اولاد سے ہے نقوی ایک ایسا لقب ہے,حضرت امام علی النقی علیہ السلام کی اولاد سے ہے نقوی ایک ایسا لقب ہے,ur/ar,1,2,حضرت امام علی النقی علیہ السلام کی اولاد سے ہے نقوی ایک ایسا لقب ہے,أَسْتَغْفِرُ اللَّهَ الَّذِي لَا إِلٰهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ وَأَتُوبُ إِلَيْهِ لَّآ اِلٰہَ اِلَّآ اَنْتَ سُبْحٰنَکَ اِنِّیْ کُنْتُ مِنَ الظّٰلِمِیْنَ برِّ صغیر میں ساداتِ نقوی کی مستند شاخیں اور ان کا فقہی، نسبی و تاریخی تعارف الحمد للّٰہ ربّ العالمین، والصلوٰۃ وال...,SRC003 p.1 line 1900,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_C982858732,حضرت امام علی النقی علیہ السلام کی نسل طیبہ جب اسلامی دنیا کے مختلف خطوں,حضرت امام علی النقی علیہ السلام کی نسلِ طیبہ جب اسلامی دُنیا کے مختلف خطّوں,ur/ar,1,2,حضرت امام علی النقی علیہ السلام کی نسلِ طیبہ جب اسلامی دُنیا کے مختلف خطّوں,برِّ صغیر میں ساداتِ نقوی کی زمانی، فکری اور جغرافیائی تقسیم ایک تاریخی اجمالی جائزہ حضرت امام علی النقی علیہ السلام کی نسلِ طیبہ جب اسلامی دُنیا کے مختلف خطّوں میں پھیلی تو چوتھی صدی ہجری سے لے کر تیرہویں صدی ہجری تک ساداتِ نقوی نے علم، فقہ، عرفان اور خدمتِ اہل بیتؑ کے چراغ مختل...,SRC003 p.1 line 1958,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_198601D7ED,حضرت امام علی بن الحسین زین العابدین علیہ السلام والدہ حضرت فاطمہ بنت امام حسن,حضرت امام علی بن الحسین زین العابدین علیہ السلام والدہ: حضرت فاطمہ بنت امام حسن,ur/ar,1,2,حضرت امام علی بن الحسین زین العابدین علیہ السلام والدہ: حضرت فاطمہ بنت امام حسن,مدفن: جنت البقیع، مدینہ منورہ والد: حضرت امام علی بن الحسین زین العابدین علیہ السلام والدہ: حضرت فاطمہ بنت امام حسن علیہ السلام (امام حسنؑ کی بیٹی) زوجہ: آپ کی زوجہ کا نام ام فروہ بنت قاسم بن محمد بن ابی بکر تھا، جو امام جعفر صادق علیہ السلام کی والدہ تھیں۔,SRC003 p.1 line 582,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_BBDA76D330,حضرت امام علی بن محمد النقی علیہ السلام، اہل بیت علیہم السلام کے دسویں امام،,حضرت امام علی بن محمد النقی علیہ السلام، اہل بیت علیہم السلام کے دسویں امام،,ur/ar,1,2,حضرت امام علی بن محمد النقی علیہ السلام، اہل بیت علیہم السلام کے دسویں امام،,حوالہ جات الارشاد، شیخ مفید کشف الغمہ، علی بن عیسی اربلی عیون اخبار الرضا، شیخ صدوق بحار الانوار، علامہ مجلسی، جلد 50 مناقب ابن شہرآشوب سیر اعلام النبلاء، امام ذہبی (اہل سنت) حضرت امام علی نقی علیہ السلام الہادی، النقی، فقیہُ العسکر، امامُ الزاہدین، نورُ سامرہ، اور حجّتُ اللہ علی...,SRC003 p.1 line 730,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_1C94891F77,حضرت امام علی بن موسی الرضا علیہ السلام اہل بیت علیہم السلام کے اٹھویں امام،,حضرت امام علی بن موسیٰ الرضا علیہ السلام اہل بیت علیہم السلام کے آٹھویں امام،,ur/ar,1,2,حضرت امام علی بن موسیٰ الرضا علیہ السلام اہل بیت علیہم السلام کے آٹھویں امام،,حضرت امام علی رضا علیہ السلام امامِ ضامن،عالمِ آل محمدؐ، ولیِ عہدِ مامون، امامِ برحق حضرت امام علی بن موسیٰ الرضا علیہ السلام اہل بیت علیہم السلام کے آٹھویں امام، علم و حلم، تقویٰ و طہارت، اور عزت و شرافت کے درخشندہ مینار تھے۔,SRC003 p.1 line 674,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7EB23FA334,حضرت امام علی رضا,حضرت امام علی رضا,ur/ar,1,2,حضرت امام علی رضا,عرفانی شجرہ (سلسلۂ ولایت) شیعہ عرفان میں رسمی خانقاہی شجرہ کے بجائے سلسلۂ ولایت ہے، جو یوں بیان کیا جاتا ہے: محمد ﷺ → حضرت علیؑ → حضرت امام حسن مجتبیٰؑ → حضرت امام حسینؑ → حضرت امام زین العابدینؑ → حضرت امام محمد باقرؑ → حضرت امام جعفر صادقؑ → حضرت امام موسیٰ کاظمؑ → حضرت امام ...,SRC003 p.1 line 964,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_5C48C0D43E,حضرت امام علی رضا علیہ السلام اٹھویں امام ابراہیم بن موسی اسحاق بن موسی زید،,حضرت امام علی رضا علیہ السلام (آٹھویں امام) ابراہیم بن موسیٰ اسحاق بن موسیٰ زید،,ur/ar,1,2,حضرت امام علی رضا علیہ السلام (آٹھویں امام) ابراہیم بن موسیٰ اسحاق بن موسیٰ زید،,اہم فرزندان و بنات: حضرت امام علی رضا علیہ السلام (آٹھویں امام) ابراہیم بن موسیٰ اسحاق بن موسیٰ زید، حسن، حسین، ہارون، محمد، جعفر، عبداللہ، احمد بیٹیوں میں: ام کلثوم، حکیمہ، زینب، خدیجہ، رقیہ، امامة، ام جعفر ، بی بی فاطمہ معصومہ سلام اللہ علیہا، جن کا مزار قم (ایران) میں واقع ہے ...,SRC003 p.1 line 664,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_3C55B43045,حضرت امام علی رضا علیہ السلام امام ضامن،عالم ال محمد، ولی عہد مامون، امام برحق,حضرت امام علی رضا علیہ السلام امامِ ضامن،عالمِ آل محمدؐ، ولیِ عہدِ مامون، امامِ برحق,ur/ar,1,2,حضرت امام علی رضا علیہ السلام امامِ ضامن،عالمِ آل محمدؐ، ولیِ عہدِ مامون، امامِ برحق,حضرت امام علی رضا علیہ السلام امامِ ضامن،عالمِ آل محمدؐ، ولیِ عہدِ مامون، امامِ برحق حضرت امام علی بن موسیٰ الرضا علیہ السلام اہل بیت علیہم السلام کے آٹھویں امام، علم و حلم، تقویٰ و طہارت، اور عزت و شرافت کے درخشندہ مینار تھے۔,SRC003 p.1 line 674,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
